author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
VESPER;developer;https://www.cian.ru/sale/flat/262519758/;Москва;sale;flat;5;21;2;110.6;103787040;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
ID 108172779;real_estate_agent;https://www.cian.ru/sale/flat/301496936/;Москва;sale;flat;7;8;1;53.2;58786000;Таганский;Славянская площадь;2/5с1;Китай-город;LUMIN
Дмитрий Воронин;realtor;https://www.cian.ru/sale/flat/304642640/;Москва;sale;flat;6;9;2;40.0;16500000;; Инженера Кнорре;7к1;Румянцево;
Главстрой;developer;https://www.cian.ru/sale/flat/296921092/;Москва;sale;flat;2;18;2;74.6;30350099;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/302081797/;Москва;sale;flat;2;10;2;69.4;85000000;Тверской; Палиха;4;Менделеевская;Клубный дом Maison Rouge
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/300964449/;Москва;sale;flat;20;22;2;38.4;13999000;Южное Тушино;бульвар Яна Райниса;45К2;Сходненская;
Главстрой;developer;https://www.cian.ru/sale/flat/301772281/;Москва;sale;flat;2;8;2;48.83;24219680;Котловка;31/2;31/2;Профсоюзная;Новые Академики ЖК
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/294212104/;Москва;sale;flat;34;78;2;76.1;62000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/301907258/;Москва;sale;flat;2;12;1;38.7;10500000;Строгино; Исаковского;2К1;Мякинино;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040441/;Москва;sale;flat;4;6;2;102.7;107526900;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298050415/;Москва;sale;flat;11;13;2;83.0;98900000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/304717367/;Москва;sale;flat;8;9;2;44.0;10000000;Дмитровский;Коровинское шоссе;24К1;Яхромская;
PIONEER;developer;https://www.cian.ru/sale/flat/301513284/;Москва;sale;flat;4;22;2;47.2;24922072;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302543412/;Москва;sale;flat;8;9;2;71.3;59900000;Тверской;1-я Тверская-Ямская ;7;Маяковская;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304778263/;Москва;sale;flat;5;25;1;41.5;12000000;Метрогородок;Открытое шоссе;30;Бульвар Рокоссовского;
Capital Group;developer;https://www.cian.ru/sale/flat/288136857/;Москва;sale;flat;59;85;2;80.6;65836592;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/276019027/;Москва;sale;flat;6;6;2;130.0;58000000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/303801019/;Москва;sale;flat;13;14;1;40.3;8400000;; Гренадерская;9к3;Ольховая;Новые Ватутинки, мкр. Десна
MR Group;developer;https://www.cian.ru/sale/flat/294196808/;Москва;sale;flat;33;41;2;75.2;38352000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/298050405/;Москва;sale;flat;7;9;2;108.3;169000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/303945226/;Москва;sale;flat;7;9;1;32.0;8700000;Зюзино;Балаклавский проспект;30К2;Каховская;
Sminex;developer;https://www.cian.ru/sale/flat/293713880/;Москва;sale;flat;2;14;2;85.6;168270000;Якиманка;;;Боровицкая;Лаврушинский ЖК
ID 413522;realtor;https://www.cian.ru/sale/flat/304414073/;Москва;sale;flat;13;15;2;117.4;139800000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/304621811/;Москва;sale;flat;3;16;2;54.6;11800000;Гольяново;Красноярская ;1;Щёлковская;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040420/;Москва;sale;flat;4;6;2;74.91;142778460;Замоскворечье;Космодамианская набережная;4/22С8;Новокузнецкая;Клубный дом Космо 4/22
Самолёт плюс Новокузнецкая;real_estate_agent;https://www.cian.ru/sale/flat/303634229/;Москва;sale;flat;6;19;1;41.1;20299000;Замоскворечье;Летниковская ;4С2;Павелецкая;
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/303790635/;Москва;sale;flat;10;15;1;38.3;8950000;Крюково;Зеленоград;к2033;Зеленоград — Крюково;
Сбербанк Капитал;developer;https://www.cian.ru/sale/flat/288177346/;Москва;sale;flat;2;7;2;112.8;118321582;Якиманка;Софийская набережная;36;Новокузнецкая;Резиденция 1864
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/304330116/;Москва;sale;flat;7;14;2;95.0;190000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Виктория Яковлева;realtor;https://www.cian.ru/sale/flat/304685447/;Москва;sale;flat;2;9;2;50.0;15190000;Северное Тушино; Героев Панфиловцев;3К1;Сходненская;
VESPER;developer;https://www.cian.ru/sale/flat/286258299/;Москва;sale;flat;5;9;2;104.2;143796000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
ID 85604823;unknown;https://www.cian.ru/sale/flat/304490404/;Москва;sale;flat;38;51;2;64.0;38000000;Пресненский;Шмитовский проезд;39к1;Шелепиха;Headliner
Юлия Колесниченко;realtor;https://www.cian.ru/sale/flat/304866985/;Москва;sale;flat;5;9;2;48.0;11000000;Восточное Дегунино;Дубнинская ;6К1;Дегунино;
Hutton Development;developer;https://www.cian.ru/sale/flat/303616433/;Москва;sale;flat;5;6;2;75.6;181440000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/304323178/;Москва;sale;flat;9;14;2;55.2;11800000;; Гренадерская;9к1;Ольховая;Новые Ватутинки, мкр. Десна
Екатерина Боброва;realtor;https://www.cian.ru/sale/flat/304785312/;Москва;sale;flat;14;14;1;37.0;11700000;Северное Медведково; Тихомирова;5;Медведково;
Среда;developer;https://www.cian.ru/sale/flat/304761147/;Москва;sale;flat;7;30;2;56.31;22664775;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
Новые Ватутинки;real_estate_agent;https://www.cian.ru/sale/flat/303776065/;Москва;sale;flat;4;16;2;59.8;13300000;; Гренадерская;9к3;Ольховая;Новые Ватутинки, мкр. Десна
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/304777082/;Москва;sale;flat;7;14;2;56.0;17450000;Марьино; Перерва;62К3;Братиславская;
MR Group;developer;https://www.cian.ru/sale/flat/304294682/;Москва;sale;flat;2;46;2;63.78;30642834;Даниловский;Дубининская ;59А;Серпуховская;Павелецкая Сити
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/304519685/;Москва;sale;flat;39;41;2;56.9;40000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Владислав Карпов;realtor;https://www.cian.ru/sale/flat/304754820/;Москва;sale;flat;2;9;2;44.8;15500000;Очаково-Матвеевское;Веерная ;3К5;Матвеевская;
COLDY;developer;https://www.cian.ru/sale/flat/297997312/;Москва;sale;flat;2;14;2;147.05;311598950;Хамовники;переулок 1-й Тружеников;12;Киевская;Хамовники 12
ID 112591621;homeowner;https://www.cian.ru/sale/flat/301839935/;Москва;sale;flat;13;45;2;51.0;31500000;Дорогомилово;Кутузовский проезд;16А/1;Деловой центр;River Park Кутузовский
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/302900739/;Москва;sale;flat;3;16;1;29.6;6990000;Дмитровский;Дмитровское шоссе;107Б;Яхромская;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/304848955/;Москва;sale;flat;8;27;2;68.9;31073900;Басманный; Фридриха Энгельса;56;Бауманская;Премиум-квартал 
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/302544975/;Москва;sale;flat;19;41;1;47.6;42000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
ID 69610757;realtor;https://www.cian.ru/sale/flat/304637189/;Москва;sale;flat;12;21;1;25.0;9750000;Южное Бутово;Бартеневская ;18к2;Бунинская аллея;Южные сады
MR Group;developer;https://www.cian.ru/sale/flat/302792260/;Москва;sale;flat;4;13;2;85.76;108088817;Мещанский;Садовая-Сухаревская ;14;Цветной бульвар;Клубный дом Forum
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303753500/;Москва;sale;flat;3;5;2;69.3;52000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/303620086/;Москва;sale;flat;16;16;1;19.5;6190000;Отрадное;Алтуфьевское шоссе;2;Владыкино;
GloraX;developer;https://www.cian.ru/sale/flat/303476998/;Москва;sale;flat;3;21;2;75.3;38089999;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/295800676/;Москва;sale;flat;4;17;2;44.5;39500000;Пресненский;Звенигородское шоссе;11;Улица 1905 года;Дизайнерский дом Eleven
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303804363/;Москва;sale;flat;9;9;2;56.3;17990000;Филевский парк;Новозаводская ;2к8А;Фили;
Среда;developer;https://www.cian.ru/sale/flat/303859067/;Москва;sale;flat;6;27;2;53.9;20702990;Очаково-Матвеевское;Очаково мкр;;Аминьевская;Среда на Лобачевского
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301655618/;Москва;sale;flat;1;11;2;74.13;100000000;Дорогомилово;;3к2;Парк Победы;Виктори Парк Резиденсез ЖК
Игорь Бракман;realtor;https://www.cian.ru/sale/flat/304808390/;Москва;sale;flat;11;17;2;63.3;19200000;Бирюлево Восточное;6-я Радиальная ;3к11;Царицыно;Царицыно
Absolute Premium;developer;https://www.cian.ru/sale/flat/304065659/;Москва;sale;flat;4;17;2;49.8;53567000;Хамовники;;;Воробьёвы горы;Коллекция Лужники ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301565559/;Москва;sale;flat;5;21;2;117.0;115000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
ID 95996886;real_estate_agent;https://www.cian.ru/sale/flat/302896262/;Москва;sale;flat;8;9;2;37.0;13750000;Текстильщики;Волжский бульвар;12К1;Текстильщики;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040534/;Москва;sale;flat;3;8;2;75.2;50308800;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Элитный жилой комплекс 
Игорь Бракман;realtor;https://www.cian.ru/sale/flat/245025415/;Москва;sale;flat;5;9;2;62.4;23800000;Сокол;Ленинградский проспект;77К2;Сокол;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/304814584/;Москва;sale;flat;4;5;2;47.0;25850000;Басманный;Подсосенский переулок;6;Курская;
Группа Родина;developer;https://www.cian.ru/sale/flat/304600202/;Москва;sale;flat;5;14;2;41.0;21827500;Можайский;;;Давыдково;Родина Парк ЖК
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/272003903/;Москва;sale;flat;5;6;2;43.0;27500000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
OPN PARTNER;real_estate_agent;https://www.cian.ru/sale/flat/303116228/;Москва;sale;flat;5;22;1;41.0;11200000;Бирюлево Восточное;6-я Радиальная ;7/1к2;Царицыно;Царицыно-2
Киноцентр;developer;https://www.cian.ru/sale/flat/302253810/;Москва;sale;flat;7;20;2;54.85;54795150;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/303902201/;Москва;sale;flat;17;24;2;45.0;37000000;Хорошевский;Хорошевское шоссе;25Ак2;Полежаевская;Династия
Северная слобода;real_estate_agent;https://www.cian.ru/sale/flat/303774179/;Москва;sale;flat;2;9;2;67.9;23000000;Северный;бульвар Академика Ландау;3;Физтех;Северный
Regions Development;developer;https://www.cian.ru/sale/flat/304060514/;Москва;sale;flat;2;23;2;72.1;31598302;Нагатинский затон;проспект Андропова;9/1к2;Технопарк;Dream Towers
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304681968/;Москва;sale;flat;5;40;2;40.0;37200000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
СОВКОМБАНК;official_representative;https://www.cian.ru/sale/flat/297233032/;Москва;sale;flat;12;12;1;39.0;9700000;Гольяново;Уральская ;1;Щёлковская;
Sminex;developer;https://www.cian.ru/sale/flat/304423951/;Москва;sale;flat;2;23;2;56.0;56130000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/296216266/;Москва;sale;flat;13;40;2;47.3;41150000;Хорошевский;Ленинградский проспект;37/3;;Прайм Парк
Космополис;real_estate_agent;https://www.cian.ru/sale/flat/304517600/;Москва;sale;flat;12;12;2;45.6;9750000;Бибирево;Белозерская ;1А;Алтуфьево;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/304172962/;Москва;sale;flat;4;7;2;66.2;25745180;;;В17 кв-л;Опалиха;Сберсити ЖК
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/299890518/;Москва;sale;flat;9;40;1;41.5;32000000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
Надежда Леденева;realtor;https://www.cian.ru/sale/flat/303120729/;Москва;sale;flat;6;12;1;34.9;11600000;Щукино; Гамалеи;19К1;Щукинская;
VESPER;developer;https://www.cian.ru/sale/flat/287317369/;Москва;sale;flat;5;21;1;65.9;78259545;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/304381579/;Москва;sale;flat;5;41;1;40.2;34000000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/302728199/;Москва;sale;flat;5;17;2;55.9;17900000;Отрадное;Нововладыкинский проезд;1к3;Окружная;Поколение
MR Group;developer;https://www.cian.ru/sale/flat/298278959/;Москва;sale;flat;2;37;2;64.3;41616568;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/301550653/;Москва;sale;flat;13;41;1;41.5;31000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
BERI;real_estate_agent;https://www.cian.ru/sale/flat/304858109/;Москва;sale;flat;3;9;1;32.1;11990000;Южнопортовый;5-я Кожуховская ;22К2;Кожуховская;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516517/;Москва;sale;flat;2;11;2;47.0;24769000;;;В14 кв-л;Павшино;Сберсити ЖК
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/301763282/;Москва;sale;flat;39;41;2;56.9;40000000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Марат Туров;realtor;https://www.cian.ru/sale/flat/302930329/;Москва;sale;flat;14;14;1;35.2;12349000;Солнцево;Боровское шоссе;2к7;Говорово;Мещерский лес
Sense Development;developer;https://www.cian.ru/sale/flat/300501957/;Москва;sale;flat;7;13;2;64.9;35782232;Даниловский;Подольское шоссе;3;Тульская;Logos
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/299860953/;Москва;sale;flat;9;41;1;40.5;27000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
ID 44147381;realtor;https://www.cian.ru/sale/flat/304535605/;Москва;sale;flat;5;8;1;35.0;17990000;Тверской;Лесная ;63/43с2;Менделеевская;
Tekta Group;developer;https://www.cian.ru/sale/flat/303224329/;Москва;sale;flat;7;34;2;41.4;21296160;Обручевский;;;Воронцовская;Эвер ЖК
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/292933473/;Москва;sale;flat;16;40;1;41.1;31500000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
BERI;real_estate_agent;https://www.cian.ru/sale/flat/301596332/;Москва;sale;flat;4;5;2;53.9;19990000;Ломоносовский; Строителей;5К4;Университет;
ANT Development;developer;https://www.cian.ru/sale/flat/303519450/;Москва;sale;flat;22;34;2;50.6;59236384;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/304817320/;Москва;sale;flat;3;21;2;56.6;62260000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302939791/;Москва;sale;flat;6;7;1;33.05;8500000;;;;Санино;Квартал Западный ЖК
Tekta Group;developer;https://www.cian.ru/sale/flat/301260478/;Москва;sale;flat;5;27;2;40.5;24036750;Даниловский;;1;Павелецкая;Эра ЖК
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/304330059/;Москва;sale;flat;9;14;2;99.71;118450000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Дмитрий Воронин;realtor;https://www.cian.ru/sale/flat/304297549/;Москва;sale;flat;7;15;2;51.6;16400000;; Василия Ощепкова;1;Коммунарка;Москвичка
FORMA;developer;https://www.cian.ru/sale/flat/303018405/;Москва;sale;flat;18;33;2;46.45;41753905;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/304178493/;Москва;sale;flat;7;20;2;59.4;28990000;Хорошево-Мневники;к2/1;к2/1;Хорошёво;Сидней Сити ЖК
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/299278062/;Москва;sale;flat;9;14;2;51.3;12999990;Косино-Ухтомский; Дмитриевского;9;Лухмановская;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/299370748/;Москва;sale;flat;3;6;2;44.0;23232000;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/304690476/;Москва;sale;flat;14;14;2;68.9;59990000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
;;https://www.cian.ru/sale/flat/304413161/;Москва;sale;flat;1;4;2;53.8;9250000;Фили-Давыдково; Алексея Свиридова;1;Кунцевская;
ANT Development;developer;https://www.cian.ru/sale/flat/303519421/;Москва;sale;flat;2;10;2;59.8;66618396;Дорогомилово;;3к8;Поклонная;Виктори Парк Резиденсез ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301258691/;Москва;sale;flat;2;21;2;57.23;59000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Татьяна Серебрякова;realtor;https://www.cian.ru/sale/flat/304752108/;Москва;sale;flat;12;20;2;48.0;17540000;Обручевский; Академика Волгина;8Ак1;Беляево;Светлый город
COLDY;developer;https://www.cian.ru/sale/flat/303330147/;Москва;sale;flat;6;15;2;54.39;45517344;Даниловский; Серпуховский Вал;7с16;Тульская;Дом 7 Даниловский
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289779246/;Москва;sale;flat;30;37;2;69.5;40000000;Хорошево-Мневники;Шелепихинская набережная;34к1зд4;Шелепиха;Сердце Столицы
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/303116161/;Москва;sale;flat;7;9;2;43.0;11950000;;проспект Магеллана;2;Прокшино;Испанские кварталы
MR Group;developer;https://www.cian.ru/sale/flat/300287890/;Москва;sale;flat;5;43;2;57.89;27611151;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303137027/;Москва;sale;flat;2;5;2;106.0;160000000;Тверской;Никольская ;10;Площадь Революции;St. Nickolas
ID 96167522;realtor;https://www.cian.ru/sale/flat/301361857/;Москва;sale;flat;5;9;1;29.5;6688500;Люблино; Верхние Поля;27С2;Братиславская;
Tekta Group;developer;https://www.cian.ru/sale/flat/301259751/;Москва;sale;flat;23;42;2;41.6;25837760;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/301493797/;Москва;sale;flat;9;32;2;63.0;50700000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Наталья Ронжина;realtor;https://www.cian.ru/sale/flat/301614406/;Москва;sale;flat;2;8;2;42.3;18700000;Аэропорт;Ленинградский проспект;78К2;Сокол;
TOUCH;developer;https://www.cian.ru/sale/flat/302838499/;Москва;sale;flat;2;13;2;63.52;32014800;Южнопортовый;;к3;Дубровка;Шампайн ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/300074305/;Москва;sale;flat;5;38;1;39.8;20000000;Останкинский; Вильгельма Пика;;Ботанический сад;Режиссёр
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303810531/;Москва;sale;flat;5;8;2;44.7;13990000;Донской;Варшавское шоссе;18К3;Верхние котлы;
EraOneHolding;developer;https://www.cian.ru/sale/flat/280427150/;Москва;sale;flat;3;5;2;178.6;150400000;Арбат; Арбат;39;Смоленская;Artisan
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302893025/;Москва;sale;flat;28;29;2;53.0;44000000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303817562/;Москва;sale;flat;3;9;2;47.0;12490000;Орехово-Борисово Южное;Домодедовская ;33;Домодедовская;
Пионер;developer;https://www.cian.ru/sale/flat/301459877/;Москва;sale;flat;4;18;2;46.6;35549182;Донской;2-й Донской проезд;10;Ленинский проспект;SHIFT
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/301404169/;Москва;sale;flat;3;14;2;44.0;36500000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
Александра Панова;realtor;https://www.cian.ru/sale/flat/304381593/;Москва;sale;flat;2;12;2;39.0;14990000;Академический;Большая Черемушкинская ;10К1;Крымская;
MR Group;developer;https://www.cian.ru/sale/flat/303224692/;Москва;sale;flat;12;44;2;61.78;29208367;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299509241/;Москва;sale;flat;24;24;2;57.4;39000000;Хорошево-Мневники;Шелепихинская набережная;34к3зд7;Шелепиха;Сердце Столицы
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/302360136/;Москва;sale;flat;6;9;2;45.5;14700000;Бескудниковский;Бескудниковский бульвар;10К3;Верхние Лихоборы;
Tekta Group;developer;https://www.cian.ru/sale/flat/303506169/;Москва;sale;flat;3;22;2;39.9;17288670;Нагорный;;1;Нагорная;Твелв ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303582856/;Москва;sale;flat;4;21;2;56.2;60000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303866591/;Москва;sale;flat;4;5;2;42.8;11190000;Новогиреево;Мартеновская ;16/36;Новогиреево;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/293721204/;Москва;sale;flat;3;13;2;82.36;44400276;;;В20 кв-л;Павшино;Сберсити ЖК
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/304106467/;Москва;sale;flat;4;4;2;51.1;37800000;Хорошевский;Ленинградский проспект;37/7;Аэропорт;Прайм Парк
Никита Гаврилов;realtor;https://www.cian.ru/sale/flat/304825753/;Москва;sale;flat;8;22;1;40.0;13450000;Марьино; Верхние Поля;36К2;Люблино;
Мангазея;developer;https://www.cian.ru/sale/flat/301581592/;Москва;sale;flat;9;21;2;74.2;36238909;Щукино;Щукинская ;;Щукинская;Интонация
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303766765/;Москва;sale;flat;4;20;2;76.6;62046000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Иван Музалевский;realtor;https://www.cian.ru/sale/flat/303139157/;Москва;sale;flat;4;5;2;42.8;11800000;Преображенское;1-й Зборовский переулок;15;Преображенская площадь;
Пионер;developer;https://www.cian.ru/sale/flat/301459955/;Москва;sale;flat;4;11;2;85.3;71338778;Даниловский;;;Павелецкая;Опус ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303071841/;Москва;sale;flat;19;32;1;32.2;25000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
Ксения Шахматова;realtor;https://www.cian.ru/sale/flat/303477289/;Москва;sale;flat;10;12;2;40.0;13400000;Царицыно;Каспийская ;10;Царицыно;
Пионер;developer;https://www.cian.ru/sale/flat/301460245/;Москва;sale;flat;7;39;2;36.0;27797940;Даниловский;;;Павелецкая;Хай Лайф ЖК
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/303265211/;Москва;sale;flat;8;25;1;42.0;16999990;Строгино; Твардовского;2к5;Строгино;Подсолнухи
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/304047792/;Москва;sale;flat;13;24;1;42.0;11000000;Люблино;Люблинская ;76к4;Перерва;Люблинский парк
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299934989/;Москва;sale;flat;4;13;2;81.26;34421736;;;В21 кв-л;Опалиха;Сберсити ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303337092/;Москва;sale;flat;3;7;2;91.2;80000000;Басманный;Гороховский переулок;12с5;Курская;Гороховский 12
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/304622002/;Москва;sale;flat;2;25;1;41.3;12000000;Орехово-Борисово Южное;Ясеневая ;12к2;Домодедовская;Ясеневая 14
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516183/;Москва;sale;flat;2;12;2;85.94;38612842;;;В19 кв-л;Павшино;Сберсити ЖК
ФОРА;real_estate_agent;https://www.cian.ru/sale/flat/303572144/;Москва;sale;flat;4;6;1;34.6;15550000;Хорошевский;2-й Хорошевский проезд;9К1;Полежаевская;
Алина Валиуллина;realtor;https://www.cian.ru/sale/flat/304000697/;Москва;sale;flat;5;12;2;52.0;28900000;Мещанский;переулок Васнецова;3;Цветной бульвар;
MR Group;developer;https://www.cian.ru/sale/flat/295072445/;Москва;sale;flat;33;57;2;56.77;33678803;Филевский парк;;;Фили;Фили Сити ЖК
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303820905/;Москва;sale;flat;10;14;1;65.2;35000000;Мещанский; Гиляровского;50;Проспект Мира;
ID 153410;unknown;https://www.cian.ru/sale/flat/304191498/;Москва;sale;flat;3;17;1;38.0;12800000;Войковский;Нарвская ;1Ак3;Водный стадион;Головино
Стадион Спартак;developer;https://www.cian.ru/sale/flat/298406172/;Москва;sale;flat;4;13;2;66.7;32609630;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
